scenario,original_event,increment_cash,start,end,method
S0_0_paid_open_5,0,-8419.451604129958,2020-01-02,2026-09-11,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_locked_open_5,76,1773.8702451180288,2025-09-26,2025-10-29,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_locked_open_5,77,-119.5962740459945,2025-10-30,2025-11-10,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_locked_open_5,78,1224.0526251420233,2025-11-11,2025-11-21,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_locked_open_5,79,-598.3315498529992,2025-11-24,2025-12-10,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_locked_open_5,8,-138.0549755999964,2020-07-24,2020-08-10,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_locked_open_5,80,258.57672816600825,2025-12-11,2025-12-25,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_locked_open_5,81,-2461.7880911909524,2025-12-26,2026-03-02,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_locked_open_5,82,-1133.9652901229492,2026-03-03,2026-04-14,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_locked_open_5,83,-273.63933135899424,2026-04-15,2026-04-29,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_locked_open_5,84,-512.8479730800027,2026-04-30,2026-05-14,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_locked_open_5,85,6637.371928830034,2026-05-15,2026-07-09,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_locked_open_5,86,-2795.203540353963,2026-07-10,2026-08-12,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_locked_open_5,87,-487.03640139898926,2026-08-13,2026-08-27,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_locked_open_5,88,1729.7082557100366,2026-08-28,2026-09-11,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_locked_open_5,9,-258.9937222000008,2020-08-11,2020-08-18,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_locked_open_5,before_first_sale,0.0,2020-01-02,2020-01-02,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,0,-175.96902219999902,2020-01-02,2020-01-09,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,1,1856.0512138000195,2020-01-10,2020-02-10,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,10,47.929553200003284,2020-08-13,2020-08-27,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,100,1414.4410552560876,2026-05-12,2026-07-09,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,101,137.2079195840197,2026-07-10,2026-08-04,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,102,186.4872757980047,2026-08-05,2026-08-14,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,103,340.2249700620014,2026-08-17,2026-08-26,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,104,356.53757040599885,2026-08-27,2026-09-11,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,11,-405.9725827999937,2020-08-28,2020-10-12,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,12,77.79933259999962,2020-10-13,2020-10-20,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,13,-478.82136439998794,2020-10-21,2020-11-13,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,14,-33.37651959999857,2020-11-16,2020-12-01,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,15,-719.3340127999836,2020-12-02,2021-02-04,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,16,89.78167800001393,2021-02-05,2021-03-16,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,17,-71.19885039999645,2021-03-17,2021-03-30,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,18,-77.27986939999755,2021-03-31,2021-04-19,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,19,-456.6553499999827,2021-04-20,2021-06-17,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,2,351.7957124000168,2020-02-11,2020-03-10,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,20,-56.23809919999985,2021-06-18,2021-07-05,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,21,-7.1261691999989125,2021-07-06,2021-07-15,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,22,-130.52498979999473,2021-07-16,2021-07-30,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,23,-85.93139079999673,2021-08-02,2021-08-10,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,24,-138.34034999999676,2021-08-11,2021-09-01,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,25,-192.85566199999812,2021-09-02,2021-10-08,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,26,-530.6761223999838,2021-10-11,2021-11-30,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,27,-104.2374893999986,2021-12-01,2021-12-23,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,28,-46.40721999999914,2021-12-24,2021-12-31,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,29,-36.57935980000002,2022-01-04,2022-02-08,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,3,230.03074580000248,2020-03-11,2020-03-24,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,30,-48.88371919999736,2022-02-09,2022-02-18,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,31,-26.510827000000063,2022-02-21,2022-03-11,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,32,-245.84975919999124,2022-03-14,2022-04-27,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,33,-78.57348619999902,2022-04-28,2022-05-17,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,34,51.65192090000164,2022-05-18,2022-05-25,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,35,-74.55197959999714,2022-05-26,2022-06-14,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,36,-187.52978029999576,2022-06-15,2022-07-18,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,37,-424.1637400999898,2022-07-19,2022-09-05,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,38,-28.489259899999524,2022-09-06,2022-09-27,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,39,-145.9537410999983,2022-09-28,2022-10-12,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,4,88.9643528000015,2020-03-25,2020-04-02,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,40,-120.92065050000019,2022-10-13,2022-11-01,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,41,-89.34930979999444,2022-11-02,2022-11-29,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,42,-172.9308001999998,2022-11-30,2023-01-05,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,43,-138.4192210000001,2023-01-06,2023-01-13,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,44,-58.70070019999912,2023-01-16,2023-02-01,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,45,11.219050500001686,2023-02-02,2023-02-09,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,46,20.534780600000886,2023-02-10,2023-02-20,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,47,30.24298070000077,2023-02-21,2023-03-02,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,48,-174.45733130000008,2023-03-03,2023-03-13,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,49,-84.61763669998436,2023-03-14,2023-04-20,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,5,-442.82224779999524,2020-04-03,2020-04-14,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,50,-116.77751049999642,2023-04-21,2023-05-25,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,51,-705.7073857999967,2023-05-26,2023-06-09,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,52,576.4090174000085,2023-06-12,2023-07-13,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,53,168.07576370000606,2023-07-14,2023-08-04,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,54,294.9691838000035,2023-08-07,2023-08-22,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,55,-1235.5970715999938,2023-08-23,2023-09-06,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,56,343.06073460000334,2023-09-07,2023-09-22,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,57,-258.80315699999846,2023-09-25,2023-10-30,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,58,-87.12744039999598,2023-10-31,2023-11-17,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,59,-120.68504070000199,2023-11-20,2023-11-28,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,6,-228.16241819997958,2020-04-15,2020-05-19,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,60,-177.79782630000045,2023-11-29,2023-12-08,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,61,-69.29920519999541,2023-12-11,2023-12-19,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,62,-46.65872499999932,2023-12-20,2024-01-11,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,63,-399.7773071999982,2024-01-12,2024-02-19,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,64,704.1820525999974,2024-02-20,2024-02-27,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,65,1083.065797800009,2024-02-28,2024-03-18,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,66,135.93965710000703,2024-03-19,2024-04-26,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,67,-852.5659477999943,2024-04-29,2024-05-17,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,68,204.22151280000253,2024-05-20,2024-06-06,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,69,-41.77303469999242,2024-06-07,2024-07-01,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,7,-225.30859139999666,2020-05-20,2020-06-16,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,70,551.8809201000113,2024-07-02,2024-07-31,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,71,970.6579954000044,2024-08-01,2024-08-08,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,72,101.90239780000047,2024-08-09,2024-08-23,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,73,93.0816483000126,2024-08-26,2024-09-24,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,74,-989.476616299984,2024-09-25,2024-11-07,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,75,780.6811593000057,2024-11-08,2024-11-19,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,76,329.93600399999923,2024-11-20,2024-11-27,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,77,-65.05107499999576,2024-11-28,2024-12-05,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,78,-86.9609001999961,2024-12-06,2024-12-19,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,79,-269.75902569999016,2024-12-20,2025-01-07,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,8,-828.9632345999962,2020-06-17,2020-07-29,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,80,139.84720150001158,2025-01-08,2025-02-21,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,81,341.93650909999997,2025-02-24,2025-03-04,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,82,-409.90811219998795,2025-03-05,2025-03-24,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,83,18.405855800003337,2025-03-25,2025-04-09,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,84,255.0628831000031,2025-04-10,2025-04-21,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,85,-1394.4520060999967,2025-04-22,2025-05-29,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,86,50.67664670000522,2025-05-30,2025-06-18,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,87,-225.54207599999427,2025-06-19,2025-07-03,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,88,-382.73867579999205,2025-07-04,2025-07-28,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,89,824.198600462023,2025-07-29,2025-09-10,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,9,-43.417109800004255,2020-07-30,2020-08-12,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,90,-4.556024735989922,2025-09-11,2025-09-22,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,91,1874.6227179780108,2025-09-23,2025-10-15,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,92,8382.95046710402,2025-10-16,2025-11-28,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,93,-186.91075390798505,2025-12-01,2025-12-09,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,94,1019.419191479974,2025-12-10,2025-12-17,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,95,-1515.7191141180083,2025-12-18,2026-01-09,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,96,1205.1573222660227,2026-01-12,2026-01-30,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,97,-776.0741421480052,2026-02-02,2026-02-25,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,98,1490.1922649100015,2026-02-26,2026-03-09,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_open_10,99,-4930.585317905949,2026-03-10,2026-05-11,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,0,-137.5328109000002,2020-01-02,2020-01-09,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,1,1909.0583065000064,2020-01-10,2020-02-10,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,10,218.25717800000348,2020-08-13,2020-08-27,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,100,410.35916476810235,2026-05-12,2026-07-09,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,101,-1605.9388108809799,2026-07-10,2026-08-04,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,102,-1158.7043476079853,2026-08-05,2026-08-14,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,103,638.3213327520061,2026-08-17,2026-08-26,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,104,-1363.6382346539758,2026-08-27,2026-09-11,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,11,-144.81928949998837,2020-08-28,2020-10-12,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,12,191.70936730000176,2020-10-13,2020-10-20,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,13,-440.12128249999296,2020-10-21,2020-11-13,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,14,100.94874139999956,2020-11-16,2020-12-01,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,15,-885.1176095999799,2020-12-02,2021-02-04,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,16,-28.09356299998035,2021-02-05,2021-03-16,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,17,-67.65082529999927,2021-03-17,2021-03-30,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,18,41.46756620000451,2021-03-31,2021-04-19,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,19,-286.03967449998527,2021-04-20,2021-06-17,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,2,436.7532563000059,2020-02-11,2020-03-10,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,20,-1.1550492999958806,2021-06-18,2021-07-05,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,21,-14.932684799998242,2021-07-06,2021-07-15,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,22,-187.37319569999818,2021-07-16,2021-07-30,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,23,-74.10729539999738,2021-08-02,2021-08-10,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,24,-202.7601759999925,2021-08-11,2021-09-01,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,25,-28.80482960000154,2021-09-02,2021-10-08,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,26,-415.1836610999817,2021-10-11,2021-11-30,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,27,-150.001245499996,2021-12-01,2021-12-23,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,28,-64.44881030000033,2021-12-24,2021-12-31,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,29,-134.6075810000002,2022-01-04,2022-02-08,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,3,186.38627229999838,2020-03-11,2020-03-24,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,30,23.79094090000217,2022-02-09,2022-02-18,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,31,78.39288710000255,2022-02-21,2022-03-11,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,32,-94.82367879999038,2022-03-14,2022-04-27,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,33,-79.14334314999724,2022-04-28,2022-05-17,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,34,61.0222104500026,2022-05-18,2022-05-25,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,35,-76.58128994999606,2022-05-26,2022-06-14,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,36,-318.70094099999733,2022-06-15,2022-07-18,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,37,-676.8058216999925,2022-07-19,2022-09-05,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,38,20.96142024999972,2022-09-06,2022-09-27,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,39,-137.34302054999898,2022-09-28,2022-10-12,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,4,162.46877700000186,2020-03-25,2020-04-02,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,40,-144.0744754499974,2022-10-13,2022-11-01,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,41,-93.09775504999743,2022-11-02,2022-11-29,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,42,-235.5905005999939,2022-11-30,2023-01-05,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,43,-169.01431069999853,2023-01-06,2023-01-13,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,44,-59.20055014999889,2023-01-16,2023-02-01,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,45,80.76987555000233,2023-02-02,2023-02-09,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,46,140.3359908500006,2023-02-10,2023-02-20,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,47,120.12384075000045,2023-02-21,2023-03-02,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,48,-443.17081704999873,2023-03-03,2023-03-13,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,49,-200.6970694999909,2023-03-14,2023-04-20,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,5,-228.57022189999407,2020-04-03,2020-04-14,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,50,-47.94640499999878,2023-04-21,2023-05-25,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,51,-360.45669134999844,2023-05-26,2023-06-09,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,52,693.8608090500056,2023-06-12,2023-07-13,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,53,1005.5502359000056,2023-07-14,2023-08-04,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,54,219.69569140000385,2023-08-07,2023-08-22,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,55,-913.5347342999958,2023-08-23,2023-09-06,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,56,461.5218677000048,2023-09-07,2023-09-22,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,57,-439.51997949999713,2023-09-25,2023-10-30,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,58,-202.45742084999438,2023-10-31,2023-11-17,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,59,-74.51877019999665,2023-11-20,2023-11-28,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,6,-73.2335083999933,2020-04-15,2020-05-19,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,60,27.310337800001435,2023-11-29,2023-12-08,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,61,26.33769780000148,2023-12-11,2023-12-19,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,62,-52.1225626000014,2023-12-20,2024-01-11,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,63,-164.19935269998678,2024-01-12,2024-02-19,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,64,682.2670260999985,2024-02-20,2024-02-27,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,65,528.8628957999972,2024-02-28,2024-03-18,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,66,-88.78922269999748,2024-03-19,2024-04-26,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,67,-317.40197134999835,2024-04-29,2024-05-17,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,68,250.30515650000234,2024-05-20,2024-06-06,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,69,-447.48346949999905,2024-06-07,2024-07-01,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,7,-354.1725973999928,2020-05-20,2020-06-16,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,70,869.8379108500085,2024-07-02,2024-07-31,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,71,954.0815975000041,2024-08-01,2024-08-08,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,72,-107.57010224999976,2024-08-09,2024-08-23,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,73,811.5134773500067,2024-08-26,2024-09-24,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,74,203.93344720001187,2024-09-25,2024-11-07,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,75,511.7400280500078,2024-11-08,2024-11-19,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,76,243.67390145000172,2024-11-20,2024-11-27,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,77,-163.2677380999994,2024-11-28,2024-12-05,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S1_F1_30_paid_post0935_5,78,115.735250800004,2024-12-06,2024-12-19,daily relative change assigned to latest actual sale original event; residual holding attribution retained
